"Job Title","Department","2015 Earnings"
"FINANCIAL & POLICY ANALYST","INFORMATION TECHNOLOGY","$35,388.00"
"TRAFFIC EQUIPMENT OPERATOR I","TRAFFIC","$35,381.35"
"PARKING ATTENDANT","PARKING","$35,366.36"
"POLICE DEPUTY CHIEF","INVESTIGATIONS","$35,317.05"
"TECHNICAL SVCS SUPV-WASTEWATER","UT WTR RECLAMA & BIOSOLIDS DIV","$35,236.34"
"SERVICE SCHEDULE COORD","UT STANDARDS ENGINEERING DIV","$35,222.27"
"POLICE SERGEANT","PATROL","$35,174.88"
"MEDIA INTEGRATION TECHNICIAN","CULTURAL SERVICES","$35,055.81"
"LIGHT AND POWER OPERATIONS MGR","L&P OPERATIONS SERVICE UNIT","$35,015.00"
"ADMINISTRATIVE CLERK I","ACCOUNTING AND TREASURY","$34,823.03"
"EVENTS COORDINATOR","RECREATION","$34,765.00"
"ENVIRONMENTAL PLANNER","ENVIRONMENTAL SERVICES","$34,708.12"
"BUSINESS OUTREACH SPECIALIST","UTILITIES CUSTOMER CONNECTIONS","$34,570.67"
"PAYROLL SPECIALIST","ACCOUNTING AND TREASURY","$34,525.96"
"POLICE OFFICER","INVESTIGATIONS","$34,497.98"
"RECREATION COORDINATOR","RECREATION","$34,444.20"
"PC HARDWARE/SOFTWARE SPEC","INFORMATION TECHNOLOGY","$34,266.07"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$34,066.90"
"LIGHT AND POWER OPERATIONS MGR","L&P OPERATIONS SERVICE UNIT","$34,047.97"
"FACILITIES LEAD LOCATOR","UT ELECTRIC SYSTEMS ENG DIV","$34,036.21"
"CIVIL ENGINEER II","UT WATER UTILITIES ENGINEERING","$33,861.23"
"SR ASSISTANT CITY ATTORNEY","CITY ATTORNEY'S OFFICE","$33,692.28"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$33,673.59"
"ADMINISTRATIVE CLERK I","PARKS","$33,637.22"
"POLICE OFFICER","PATROL","$33,513.00"
"ADMIN TECH SUPPORT SPECIALIST","TRANSFORT / DIAL-A-RIDE","$33,456.01"
"BLDG & DEV REVIEW TECH-Inactve","COMM DEV & NEIGHBORHOOD SVCS","$33,394.68"
"POLICE OFFICER","PATROL","$33,348.15"
"FACILITY ASSISTANT - LIBRARY","LIBRARY DISTRICT","$33,228.00"
"ADMINISTRATIVE CLERK II","TRANSFORT / DIAL-A-RIDE","$33,220.23"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$33,144.12"
"PARKS/GROUNDS TECH","PARKS","$33,054.84"
"RECREATION COORDINATOR","RECREATION","$33,021.28"
"ROAD SUPERVISOR","TRANSFORT / DIAL-A-RIDE","$32,995.86"
"COMMUNITY ENGAGEMENT SPECIALST","UTILITIES CUSTOMER CONNECTIONS","$32,992.05"
"HUMAN RESOURCES MGR - LIBRARY","LIBRARY DISTRICT","$32,955.55"
"ACCOUNTS PAYABLE REP","OPERATION SERVICES","$32,950.35"
"PAYROLL SPECIALIST","ACCOUNTING AND TREASURY","$32,880.34"
"INDUSTRIAL PRETREATMENT SPEC","UT WTR RECLAMA & BIOSOLIDS DIV","$32,861.24"
"ELECTRIC DIST SAFETY SUPV","ELECTRIC FIELD SERVICES","$32,858.68"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$32,728.27"
"FINANCIAL ANALYST","FINANCE ADMINISTRATION","$32,515.00"
"MECHANIC","OPERATION SERVICES","$32,393.25"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$32,297.93"
"BLDG & DEV REVIEW TECH","COMM DEV & NEIGHBORHOOD SVCS","$32,115.86"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$32,025.46"
"PLANT OPERATOR","UT WTR RECLAMA & BIOSOLIDS DIV","$31,925.82"
"SR BUDGET ANALYST","BUDGET","$31,852.22"
"ADMINISTRATIVE SUPPORT SUPV","RECREATION","$31,815.16"
"TRAFFIC SIGNAL TECH I","TRAFFIC","$31,773.16"
"ADMINISTRATIVE ASSISTANT","UT ENVIRO REGULATORY AFFAIRS","$31,767.94"
"POLICE OFFICER","PATROL","$31,720.25"
"BLDG & DEV REVIEW TECH-Inactve","COMM DEV & NEIGHBORHOOD SVCS","$31,615.36"
"ASST BOX OFFICE COORDINATOR","CULTURAL SERVICES","$31,524.20"
"ADMINISTRATIVE CLERK I - LIB","LIBRARY DISTRICT","$31,386.59"
"WATER UTILITY MAINT OPERATOR","UT DRAINAGE SYSTEM DIV","$31,305.89"
"COMPLIANCE INSPECTOR","COMM DEV & NEIGHBORHOOD SVCS","$31,187.27"
"BUDGET ANALYST","BUDGET","$31,030.36"
"STREETS EQUIPMENT OPERATOR I","STREETS","$31,016.72"
"BLDG & DEV REVIEW TECH-Inactve","COMM DEV & NEIGHBORHOOD SVCS","$30,862.01"
"NEIGHBORHOOD ADMINISTRATOR","COMM DEV & NEIGHBORHOOD SVCS","$30,768.18"
"HUMAN RESOURCES PARTNER-Inactv","HUMAN RESOURCES","$30,765.00"
"STREET SIGN TECHNICIAN","TRAFFIC","$30,684.43"
"ADMINISTRATIVE SUPPORT I","SAFETY, SECURITY, & RISK MGMT.","$30,675.91"
"MECHANIC","OPERATION SERVICES","$30,667.20"
"UTILITY FEE/RATE SPECIALIST","UTILITY FINANCIAL OPERATIONS","$30,550.53"
"EXECUTIVE ADMIN ASST-Inactive","OFFICE OF THE CHIEF","$30,501.40"
"CUSTOMER AND ADMIN SVCS MGR","COMM DEV & NEIGHBORHOOD SVCS","$30,381.09"
"UTILITY FACILITY LOCATOR","UT ELECTRIC SYSTEMS ENG DIV","$30,355.13"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$30,342.08"
"POLICE REPORT SPECIALIST","POLICE INFORMATION SERVICES","$30,136.48"
"ADMINISTRATIVE CLERK II - LIB","LIBRARY DISTRICT","$30,115.21"
"POLICE OFFICER","PATROL","$29,977.57"
"DISPATCH/SCHEDULER","TRANSFORT / DIAL-A-RIDE","$29,888.96"
"POLICE RECORDS SUPERVISOR","POLICE INFORMATION SERVICES","$29,827.13"
"AQUATICS MAINTENANCE LEAD","OPERATION SERVICES","$29,721.94"
"FIELD/TRAINING COORDINATOR","TRANSFORT / DIAL-A-RIDE","$29,676.89"
"EXECUTIVE ADMIN ASST-Inactive","FINANCE ADMINISTRATION","$29,640.63"
"RECREATION COORDINATOR","RECREATION","$29,596.32"
"POLICE OFFICER","PATROL","$29,507.48"
"VISUAL ARTS ADMINISTRATOR","CULTURAL SERVICES","$29,465.70"
"ADMINISTRATION SUPERVISOR","TRANSFORT / DIAL-A-RIDE","$29,307.75"
"FIRE SAFETY INSPECTOR","POUDRE FIRE AUTHORITY","$29,238.98"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$29,231.45"
"FIELD/TRAINING COORDINATOR","TRANSFORT / DIAL-A-RIDE","$29,006.94"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$28,996.55"
"POLICE OFFICER","PATROL","$28,949.73"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$28,892.59"
"ELECTRIC UTILITY PROJECT MGR","UT ELECTRIC SYSTEMS ENG DIV","$28,846.20"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$28,812.79"
"SPECIAL EVENTS COORDINATOR","PDT ADMINISTRATION","$28,784.18"
"BIKES PROGRAM SPECIALIST","FC MOVES","$28,598.30"
"ADMINISTRATIVE SUPPORT II","ENVIRONMENTAL SERVICES","$28,564.38"
"VOLUNTEER COORDINATOR - MHE","ENVIRONMENTAL SERVICES","$28,514.76"
"STREETS EQUIPMENT OPERATOR I","STREETS","$28,511.45"
"DISPATCH/SCHEDULER","TRANSFORT / DIAL-A-RIDE","$28,426.73"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$28,392.88"
"BIKES PROGRAM SPECIALIST","FC MOVES","$28,364.27"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$28,261.87"
"PARKS/GROUNDS TECH","PARKS","$28,129.75"
"VOLUNTEER COORD - MHE-Inactive","ENVIRONMENTAL SERVICES","$28,095.77"
"POLICE SERGEANT","PATROL","$27,981.49"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$27,886.23"
"RECREATION AREA MANAGER","RECREATION","$27,867.23"
"MECHANIC","OPERATION SERVICES","$27,793.10"
"FIRE SAFETY INSPECTOR","POUDRE FIRE AUTHORITY","$27,762.79"
"SALES MANAGER","CULTURAL SERVICES","$27,685.41"
"ELECTRIC UTILITY PROJECT MGR","UT ELECTRIC SYSTEMS ENG DIV","$27,648.40"
"PC HARDWR/SOFTWRE SPECIALIST","INFORMATION TECHNOLOGY","$27,612.53"
"MAINTENANCE SPECIALIST","UT WTR RECLAMA & BIOSOLIDS DIV","$27,562.63"
"POLICE REPORT SPECIALIST","POLICE INFORMATION SERVICES","$27,386.61"
"FIRE SAFETY INSPECTOR","POUDRE FIRE AUTHORITY","$27,276.75"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$27,240.65"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$27,227.72"
"IT FINANCIAL AND POLICY MGR","INFORMATION TECHNOLOGY","$27,218.64"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$27,136.21"
"CRIMINALIST","INVESTIGATIONS","$27,080.31"
"CIVIL ENGINEER II","TRAFFIC","$27,042.48"
"PLANT OPERATOR","UT WATER PRODUCTION DIV","$27,015.00"
"DISPATCH/SCHEDULER","TRANSFORT / DIAL-A-RIDE","$27,000.62"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","$26,974.16"
"DISPATCH/SCHEDULER","TRANSFORT / DIAL-A-RIDE","$26,811.77"
"DEPUTY COURT CLERK I","MUNICIPAL COURT","$26,766.25"
"EVENTS COORDINATOR","CULTURAL SERVICES","$26,738.79"
"AQUATICS MAINTENANCE LEAD","OPERATION SERVICES","$26,712.22"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$26,658.25"
"VOLUNTEER COORDINATOR/LIBRARY","LIBRARY DISTRICT","$26,573.19"
"BUYER","PURCHASING","$26,553.44"
"FIRE SAFETY INSPECTOR","POUDRE FIRE AUTHORITY","$26,546.25"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$26,422.09"
"DEPUTY COURT CLERK I","MUNICIPAL COURT","$26,365.01"
"GRAFFITI ABATEMENT COORDINATOR","UTILITIES CUSTOMER CONNECTIONS","$26,317.03"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$26,227.63"
"ADMINISTRATIVE ASSISTANT","COMM DEV & NEIGHBORHOOD SVCS","$26,187.24"
"RECREATION SUPERVISOR","RECREATION","$26,167.31"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$26,167.02"
"CIVIC ENGAGEMENT LIAISON","COMM. & PUBLIC INVOLVEMENT","$26,161.41"
"CUSTOMER ACCOUNTS ANALYST","UTILITY FINANCIAL OPERATIONS","$26,135.51"
"PUBLIC RELTNS & PROGRMMG COORD","CULTURAL SERVICES","$26,104.16"
"COMPLIANCE INSPECTOR","COMM DEV & NEIGHBORHOOD SVCS","$25,953.71"
"EXECUTIVE ADMIN ASST-Inactive","OFFICE OF THE CHIEF","$25,720.47"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$25,619.82"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$25,618.49"
"LINE GROUNDWORKER","ELECTRIC FIELD SERVICES","$25,558.16"
"CURATOR","CULTURAL SERVICES","$25,474.45"
"SR BUDGET ANALYST","BUDGET","$25,425.20"
"PLANT OPERATOR","UT WATER PRODUCTION DIV","$25,360.42"
"ASSISTANT CITY ATTORNEY II","CITY ATTORNEY'S OFFICE","$25,245.28"
"RECORDS TECHNICIAN","COMM DEV & NEIGHBORHOOD SVCS","$25,193.51"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$25,139.78"
"STRATEGIC ACCOUNTS SPECIALIST","UTILITIES CUSTOMER CONNECTIONS","$25,067.34"
"PUBLICITY & MARKETING TECH","UTILITIES CUSTOMER CONNECTIONS","$25,008.05"
"CIVIL ENGINEER I","STREETS","$25,000.71"
"SALES TAX AUDITOR","SALES TAX","$24,793.26"
"PC HARDWR/SOFTWRE SPECIALIST","INFORMATION TECHNOLOGY","$24,760.89"
"CIVIL ENGINEER II","UT WATER UTILITIES ENGINEERING","$24,630.36"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$24,605.67"
"LIBRARIAN","LIBRARY DISTRICT","$24,600.00"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$24,580.52"
"VOLUNTEER COORDINATOR","HUMAN RESOURCES","$24,494.75"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$24,458.11"
"UTILITIES EDUCATION SUPERVISOR","UTILITIES CUSTOMER CONNECTIONS","$24,309.60"
"MAINT TECH-HVAC-Inactive","OPERATION SERVICES","$24,290.13"
"FIRE SAFETY INSPECTOR","POUDRE FIRE AUTHORITY","$24,224.49"
"CUSTOMER SERVICE REP II","UTILITIES CUSTOMER CONNECTIONS","$23,897.41"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$23,828.83"
"RESIDENTIAL ACCTS COORD-Inactv","UTILITIES CUSTOMER CONNECTIONS","$23,818.58"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$23,810.92"
"COMPLIANCE SUPV-Inactive","COMM DEV & NEIGHBORHOOD SVCS","$23,765.05"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$23,749.78"
"SR CITY PLANNER-Inactive","COMM DEV & NEIGHBORHOOD SVCS","$23,661.27"
"PARKING ENFORCEMENT OFFICER","PARKING","$23,622.24"
"CUSTOMER SERVICE REP I","TRANSFORT / DIAL-A-RIDE","$23,561.62"
"EMERGENCY SERVICES DISPATCHER","POLICE INFORMATION SERVICES","$23,538.62"
"RECREATION COORDINATOR","RECREATION","$23,532.45"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$23,515.62"
"SALES MANAGER","CULTURAL SERVICES","$23,480.82"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$23,469.02"
"TRAVEL TRAINING COORDINATOR","TRANSFORT / DIAL-A-RIDE","$23,391.64"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$23,346.35"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$23,332.60"
"WATER UTL FLD OPNS SUP-Inactve","UT DISTRIBUTION SYSTEM DIV","$23,267.22"
"WATER UTILITY MAINT OPERATOR","UT COLLECTION SYSTEM DIV","$23,198.56"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$23,186.58"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$23,104.38"
"WATER UTL FLD OPNS SUP-Inactve","UT WATER METERS DIV","$23,041.31"
"CUSTOMER SERVICE REP I","CULTURAL SERVICES","$22,983.05"
"WATER CONSERVATION MGR","UTILITIES CUSTOMER CONNECTIONS","$22,951.91"
"POLICE OFFICER","PATROL","$22,926.87"
"UTILITIES CUSTOMER FINANCE MGR","UTILITIES CUSTOMER CONNECTIONS","$22,900.87"
"CALL CENTER TECH - LIBRARY","LIBRARY DISTRICT","$22,885.07"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$22,807.21"
"WATER UTL FLD OPNS SUP-Inactve","UT COLLECTION SYSTEM DIV","$22,802.15"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$22,796.04"
"PUBLIC RELATIONS COORDINATOR","UTILITIES CUSTOMER CONNECTIONS","$22,791.58"
"CUSTOMER SERVICE REP I","TRANSFORT / DIAL-A-RIDE","$22,783.30"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$22,740.62"
"CUSTOMER SERVICE REP I","TRANSFORT / DIAL-A-RIDE","$22,683.64"
"CUSTOMER SERVICE REP I","TRANSFORT / DIAL-A-RIDE","$22,666.02"
"EMERGENCY SERVICES DISPATCHER","POLICE INFORMATION SERVICES","$22,598.54"
"COMMUNITY SERVICE OFFICER","PATROL","$22,596.49"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$22,592.29"
"ENVIRONMENTAL PLANNER","ENVIRONMENTAL SERVICES","$22,416.84"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$22,397.98"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$22,396.63"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$22,378.56"
"HUMAN RESOURCES TECHNICIAN","HUMAN RESOURCES","$22,358.72"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$22,325.60"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$22,277.29"
"POLICE OFFICER","INVESTIGATIONS","$22,267.32"
"CHEMIST","UT ENVIRONMENTAL SERVICES DIV","$22,206.84"
"ACCOUNTING ASSISTANT","ACCOUNTING AND TREASURY","$22,199.58"
"COMMUNITY SERVICE OFFICER","PATROL","$22,185.21"
"SYSTEMS SPECIALIST","INFORMATION TECHNOLOGY","$22,180.62"
"POLICE OFFICER","PATROL","$22,156.69"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$22,080.59"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$22,076.71"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$22,060.43"
"WAREHOUSE WORKER","OPERATION SERVICES","$22,052.04"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$22,046.49"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$22,027.79"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$22,014.84"
"CUSTOMER SERVICE REP I","TRANSFORT / DIAL-A-RIDE","$22,003.24"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$21,969.28"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$21,955.57"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$21,928.45"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$21,851.97"
"RIGHT OF WAY TECHNICIAN","OPERATION SERVICES","$21,812.39"
"WATER UTILITY MAINT OPERATOR","UT COLLECTION SYSTEM DIV","$21,797.00"
"SUPERVISORY CREW CHIEF","ELECTRIC FIELD SERVICES","$21,779.69"
"FIRE SAFETY INSPECTOR","POUDRE FIRE AUTHORITY","$21,765.43"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$21,729.12"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$21,723.31"
"ASSET MANAGER","ENGINEERING","$21,692.34"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$21,665.36"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$21,616.15"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$21,611.01"
"ADMINISTRATIVE CLERK II","UT STANDARDS ENGINEERING DIV","$21,601.53"
"POLICE PUBLIC RELATIONS MGR","OFFICE OF THE CHIEF","$21,553.44"
"ENVIRONMENTAL PROGRAM MANAGER","ENVIRONMENTAL SERVICES","$21,553.44"
"NEIGHBORHOOD SERVICES MANAGER","COMM DEV & NEIGHBORHOOD SVCS","$21,551.64"
"WATER UTL FLD OPNS SUP-Inactve","UT DRAINAGE SYSTEM DIV","$21,534.40"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$21,528.76"
"ADMINISTRATIVE CLERK II","CULTURAL SERVICES","$21,493.26"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$21,400.65"
"REVENUE AND PROJECT MANAGER","SALES TAX","$21,347.70"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$21,302.97"
"BIKES PROGRAM SPECIALIST","FC MOVES","$21,265.06"
"UTILITY FACILITY LOCATOR","UT ELECTRIC SYSTEMS ENG DIV","$21,237.19"
"LINE GROUNDWORKER","ELECTRIC FIELD SERVICES","$21,217.93"
"ADMINISTRATIVE CLERK II","OPERATION SERVICES","$21,188.80"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$21,174.09"
"INDUSTRIAL PRETREATMENT SPEC","UT WTR RECLAMA & BIOSOLIDS DIV","$21,118.93"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$21,110.49"
"HRIS ANALYST","HUMAN RESOURCES","$20,994.93"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$20,935.01"
"PUBLICITY MARKETING SPECIALIST","CULTURAL SERVICES","$20,923.81"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$20,824.90"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$20,778.57"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$20,774.56"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$20,710.78"
"CUSTOMER SERVICE REP I","RECREATION","$20,648.02"
"PAYROLL SPECIALIST","ACCOUNTING AND TREASURY","$20,582.24"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$20,450.29"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$20,412.75"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$20,330.02"
"GRAPHICS SPECIALIST","LIBRARY DISTRICT","$20,310.28"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$20,298.17"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$20,296.97"
"ADMINISTRATIVE ASSISTANT","TRANSFORT / DIAL-A-RIDE","$20,220.47"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$20,133.19"
"LAN AND SYSTEMS ADMINISTRATOR","INFORMATION TECHNOLOGY","$20,019.43"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$19,964.32"
"HISTORIC PRESERVATION PLANNER","COMM DEV & NEIGHBORHOOD SVCS","$19,963.98"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$19,958.88"
"EXECUTIVE ADMIN ASST-Inactive","PDT ADMINISTRATION","$19,940.23"
"LABORATORY ASSISTANT","UT ENVIRONMENTAL SERVICES DIV","$19,914.96"
"STREETS EQUIPMENT OPERATOR I","STREETS","$19,912.33"
"POLICE OFFICER","PATROL","$19,859.83"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$19,840.41"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$19,839.05"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$19,788.46"
"CALL CENTER TECH-LIBRARY","LIBRARY DISTRICT","$19,738.30"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$19,702.53"
"PLANT OPERATOR","UT WATER PRODUCTION DIV","$19,661.85"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$19,561.26"
"PERSONNEL TECHNICIAN","HUMAN RESOURCES","$19,429.68"
"TRAFFIC SYSTMS ENG/SUPV","TRAFFIC","$19,364.52"
"CUSTOMER SERVICE REP I","RECREATION","$19,320.10"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$19,314.13"
"DISPATCHER/SCHEDULER-Inactive","TRANSFORT / DIAL-A-RIDE","$19,289.18"
"SR BLDG & DEV REV TECH-Inactiv","COMM DEV & NEIGHBORHOOD SVCS","$19,281.49"
"CUSTOMER SERVICE REP I","RECREATION","$19,244.32"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$19,228.26"
"COMPLIANCE INSPECTOR","COMM DEV & NEIGHBORHOOD SVCS","$19,152.98"
"CUSTOMER SERVICE REP I","RECREATION","$18,955.32"
"FACILITIES PLNNR/DSGR-Inactive","OPERATION SERVICES","$18,905.22"
"ADMINISTRATIVE ASSISTANT","COMM. & PUBLIC INVOLVEMENT","$18,785.09"
"WATER UTILITY MAINT OPERATOR","UT DRAINAGE SYSTEM DIV","$18,675.85"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$18,639.21"
"RECREATION COORDINATOR","RECREATION","$18,500.00"
"TECHNICAL SVCS SUPV-WASTEWATER","UT WATER PRODUCTION DIV","$18,486.60"
"FINANCIAL TECHNICIAN","OFFICE OF THE CHIEF","$18,453.88"
"CLERICAL AIDE","POUDRE FIRE AUTHORITY","$18,427.53"
"PERFORMANCE EXCELLNCE PROG MGR","CITY MANAGER'S OFFICE","$18,415.87"
"ASSET MANAGER","STREETS","$18,342.10"
"EXECUTIVE ADMIN ASST-Inactive","CITY MANAGER'S OFFICE","$18,215.41"
"TRAFFIC EQUIPMENT OPERATOR I","TRAFFIC","$18,198.85"
"PLANT OPERATOR","UT WTR RECLAMA & BIOSOLIDS DIV","$18,159.56"
"ADMINISTRATIVE CLERK II","CULTURAL SERVICES","$18,135.00"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$18,033.55"
"GRADUATE MGMT ASSISTANT","CITY MANAGER'S OFFICE","$18,005.00"
"FINANCIAL ANALYST","UTILITY FINANCIAL OPERATIONS","$18,000.00"
"LINE GROUNDWORKER","ELECTRIC FIELD SERVICES","$17,940.89"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$17,910.83"
"LIBRARY AIDE","LIBRARY DISTRICT","$17,870.43"
"STRATEGIC ACCOUNTS SPECIALIST","UTILITIES CUSTOMER CONNECTIONS","$17,826.06"
"ELECTRICAL ENGINEER I","UT ELEC SYSTEM DESIGN & IT DIV","$17,642.22"
"TELECOM TECHNICAL SPECIALIST","INFORMATION TECHNOLOGY","$17,563.33"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$17,470.16"
"COMPLIANCE COORDINATOR","CITY MANAGER'S OFFICE","$17,422.72"
"SR GIS PROGRAMMER ANALYST","INFORMATION TECHNOLOGY","$17,344.80"
"FIREFIGHTER INTRO - 56 HR/WK","POUDRE FIRE AUTHORITY","$17,305.16"
"FIREFIGHTER INTRO - 56 HR/WK","POUDRE FIRE AUTHORITY","$17,305.16"
"FIREFIGHTER INTRO - 56 HR/WK","POUDRE FIRE AUTHORITY","$17,305.16"
"FIREFIGHTER INTRO - 56 HR/WK","POUDRE FIRE AUTHORITY","$17,305.16"
"FIREFIGHTER INTRO - 56 HR/WK","POUDRE FIRE AUTHORITY","$17,305.16"
"UTILITY GROUNDS TECHNICIAN","ELECTRIC FIELD SERVICES","$17,254.28"
"STREET SIGN TECHNICIAN","TRAFFIC","$17,250.03"
"ADMINISTRATIVE CLERK I","UTILITIES MANAGEMENT","$17,197.72"
"ADMINISTRATIVE ASSISTANT","UTILITIES MANAGEMENT","$17,164.46"
"CLERICAL AIDE","POUDRE FIRE AUTHORITY","$17,153.25"
"MECHANIC","OPERATION SERVICES","$17,116.39"
"INSTRUMENT/ELECTRIC TECH","UT WATER PRODUCTION DIV","$17,076.94"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$17,057.80"
"CUSTOMER SERVICE REP II","UTILITIES CUSTOMER CONNECTIONS","$16,963.64"
"SPECIAL PROJECTS MANAGER","UT WATER SYSTEMS ENGR DIV","$16,923.10"
"ENVIRONMENTAL REGULATORY SPEC","UT ENVIRO REGULATORY AFFAIRS","$16,920.90"
"RECREATION AREA MANAGER","RECREATION","$16,915.11"
"ENVIRONMENTAL PLANNER","ENVIRONMENTAL SERVICES","$16,901.39"
"MGR OF FORESTRY/ CITY FORESTER","PARKS","$16,800.80"
"STREETS EQUIPMENT OPERATOR I","STREETS","$16,779.41"
"CIVIL ENGINEER II","UT WATER UTILITIES ENGINEERING","$16,745.61"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$16,623.28"
"EQUIPMENT MAINTENANCE WORKER","OPERATION SERVICES","$16,614.40"
"BUS OPERATOR","TRANSFORT / DIAL-A-RIDE","$16,593.12"
"BLDG & DEV REVIEW TECH-Inactve","COMM DEV & NEIGHBORHOOD SVCS","$16,571.02"
