"Job Title","Department","2016 Earnings"
"INFORMATION SERVICES MANAGER","INFORMATION TECHNOLOGY","$90,067.62"
"SR ENERGY SERVICES ENGINEER","UTILITIES CUSTOMER CONNECTIONS","$89,963.39"
"FC MOVES PROGRAM MANAGER","FC MOVES","$89,949.42"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$89,886.05"
"SUBSTATION SPECIALIST","UT ELEC SYSTEM DESIGN & IT DIV","$89,808.27"
"POLICE OFFICER","PATROL","$89,776.14"
"POLICE OFFICER","PATROL","$89,758.84"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$89,736.52"
"POLICE OFFICER","PATROL","$89,660.00"
"CHIEF PLANNER","COMM DEV & NEIGHBORHOOD SVCS","$89,642.92"
"SUBSTATION SPECIALIST","UT ELEC SYSTEM DESIGN & IT DIV","$89,581.86"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$89,446.45"
"SYSTEMS ANALYST","INFORMATION TECHNOLOGY","$89,428.53"
"POLICE OFFICER","PATROL","$89,407.42"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$89,328.30"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$89,251.98"
"ENVIRONMENTAL REGULATORY SPEC","UT ENVIRO REGULATORY AFFAIRS","$89,183.53"
"POLICE OFFICER","OFFICE OF THE CHIEF","$89,164.16"
"POLICE OFFICER","PATROL","$89,118.67"
"POLICE OFFICER","PATROL","$89,115.83"
"MGR OF FORESTRY/ CITY FORESTER","PARKS","$89,111.66"
"POLICE OFFICER","INVESTIGATIONS","$89,075.39"
"POLICE OFFICER","PATROL","$89,044.82"
"SR ELEC UTIL PROJ MGR","UT ELEC SYSTEM DESIGN & IT DIV","$89,022.50"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$88,874.29"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$88,869.36"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$88,865.18"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$88,854.63"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$88,828.49"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$88,614.01"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$88,588.91"
"FACILITIES PROJECT MANAGER","OPERATION SERVICES","$88,503.88"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$88,458.12"
"CIVIL ENGINEER II- INACTIVE","UT WATER UTL ENGINEERING DIV","$88,452.98"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$88,386.36"
"POLICE OFFICER","OFFICE OF THE CHIEF","$88,361.03"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$88,313.71"
"POLICE OFFICER","PATROL","$88,278.46"
"FIREFIGHTER 40 HOUR (SPECIAL)","POUDRE FIRE AUTHORITY","$88,275.00"
"SR ELEC UTIL PROJ MGR","UT ELECTRIC SYSTEMS ENG DIV","$88,171.27"
"POLICE OFFICER","PATROL","$88,151.52"
"POLICE OFFICER","PATROL","$88,025.78"
"POLICE OFFICER","PATROL","$88,011.97"
"COMM/PUBLIC INVOLVMNT DIRECTOR","COMM. & PUBLIC INVOLVEMENT","$87,995.75"
"CIVIL ENGINEER II- INACTIVE","ENGINEERING","$87,981.06"
"POLICE OFFICER","PATROL","$87,925.75"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$87,916.90"
"SR CONSTRUCTION INSPECTOR","STREETS","$87,899.23"
"DATABASE ANALYST","UT PROCESS & SUPERVIS CNTR DIV","$87,865.31"
"POLICE OFFICER","PATROL","$87,847.96"
"POLICE OFFICER","INVESTIGATIONS","$87,841.30"
"POLICE SYSTEMS ANALYST","INFORMATION TECHNOLOGY","$87,808.26"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$87,798.12"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$87,756.98"
"WATER RESOURCES ENGINEER","UT WATER RESOURCES DIV","$87,725.26"
"POLICE OFFICER","PATROL","$87,677.59"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$87,674.39"
"POLICE OFFICER","PATROL","$87,661.23"
"POLICE OFFICER","PATROL","$87,610.10"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$87,589.52"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$87,588.99"
"POLICE OFFICER","PATROL","$87,551.02"
"FIRE INSPECT COORD - 56 HR/WK","POUDRE FIRE AUTHORITY","$87,528.76"
"UTILITY RATE ANALYST","UTILITY FINANCIAL OPERATIONS","$87,478.25"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$87,441.00"
"ENVIRONMENTAL REGULATORY SPEC","UT ENVIRO REGULATORY AFFAIRS","$87,403.60"
"POLICE OFFICER","PATROL","$87,373.36"
"ENVIRONMENTAL REGULATORY SPEC","UT ENVIRO REGULATORY AFFAIRS","$87,330.20"
"POLICE OFFICER","PATROL","$87,319.64"
"ELECTRONIC TECHNICIAN II","UT STANDARDS ENGINEERING DIV","$87,236.12"
"POLICE OFFICER","PATROL","$87,230.49"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$87,200.21"
"POLICE OFFICER","PATROL","$87,179.98"
"POLICE OFFICER","INVESTIGATIONS","$87,146.00"
"HUMAN RESOURCES MANAGER","LIBRARY DISTRICT","$87,107.30"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$87,058.01"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$87,018.76"
"POLICE OFFICER","OFFICE OF THE CHIEF","$86,995.34"
"POLICE OFFICER","PATROL","$86,958.10"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$86,951.25"
"POLICE OFFICER","INVESTIGATIONS","$86,907.52"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$86,880.52"
"POLICE OFFICER","INVESTIGATIONS","$86,817.14"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$86,621.29"
"POLICE OFFICER","PATROL","$86,613.60"
"POLICE OFFICER","PATROL","$86,602.81"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$86,589.71"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$86,548.03"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$86,537.08"
"POLICE OFFICER","INVESTIGATIONS","$86,496.30"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$86,468.83"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$86,373.84"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$86,369.72"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$86,353.40"
"POLICE OFFICER","PATROL","$86,343.60"
"POLICE OFFICER","PATROL","$86,336.64"
"CIVIL ENGINEER II- INACTIVE","UT WATER UTL ENGINEERING DIV","$86,322.03"
"LEAD MAINTENANCE SPECIALIST","UT WATER PRODUCTION DIV","$86,243.41"
"UTILITIES FINANCIAL OPS MGR","UTILITY FINANCIAL OPERATIONS","$86,207.31"
"POLICE OFFICER","PATROL","$86,197.54"
"CIVIL ENGINEER II- INACTIVE","ENGINEERING","$86,179.65"
"SERVICE DEVELOPMENT MANAGER","RIDE","$86,173.60"
"POLICE OFFICER","INVESTIGATIONS","$86,171.61"
"POLICE OFFICER","PATROL","$86,132.58"
"IT DIR-INFRASTRUCTURE SVS","INFORMATION TECHNOLOGY","$86,096.71"
"CREW CHIEF","STREETS","$86,049.91"
"POLICE OFFICER","INVESTIGATIONS","$86,045.80"
"CHIEF SURVEYOR","ENGINEERING","$86,032.90"
"POLICE OFFICER","PATROL","$86,020.90"
"PROJECT MANAGER/DDA","DOWNTOWN DEVELOPMENT AUTHORITY","$85,996.36"
"CREW CHIEF","STREETS","$85,995.93"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$85,963.30"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$85,853.48"
"POLICE OFFICER","PATROL","$85,795.81"
"KEY ACCOUNTS REP","UTILITIES CUSTOMER CONNECTIONS","$85,793.09"
"SYSTEMS ANALYST","INFORMATION TECHNOLOGY","$85,766.28"
"SPECIAL PROJECTS ENGINEER","ENGINEERING","$85,715.64"
"POLICE OFFICER","PATROL","$85,706.15"
"CREW CHIEF","STREETS","$85,663.48"
"POLICE OFFICER","PATROL","$85,654.49"
"ENVIRONMENTAL PROGRAM MANAGER","NATURAL AREAS","$85,563.22"
"LEARNING & ORG DEV MANAGER","HUMAN RESOURCES","$85,554.04"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$85,528.28"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$85,524.51"
"POLICE OFFICER","PATROL","$85,479.70"
"POLICE OFFICER","PATROL","$85,478.76"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$85,429.19"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$85,415.57"
"CIVIL ENGINEER II- INACTIVE","ENGINEERING","$85,308.25"
"POLICE OFFICER","PATROL","$85,246.96"
"REVENUE AND PROJECT MANAGER","SALES TAX","$85,232.85"
"ASSISTANT CITY ATTORNEY II","CITY ATTORNEY'S OFFICE","$85,217.91"
"POLICE OFFICER","PATROL","$85,185.61"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$85,172.18"
"POLICE OFFICER","PATROL","$85,111.17"
"POLICE OFFICER","PATROL","$85,046.82"
"MUSEUM DIRECTOR","CULTURAL SERVICES","$84,969.77"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","$84,921.69"
"CHEMIST","UT ENVIRONMENTAL SERVICES DIV","$84,827.61"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","$84,819.16"
"POLICE OFFICER","INVESTIGATIONS","$84,781.21"
"POLICE OFFICER","PATROL","$84,740.76"
"SYSTEMS ANALYST","INFORMATION TECHNOLOGY","$84,723.53"
"ENERGY MANAGER","OPERATION SERVICES","$84,718.00"
"POLICE OFFICER","INVESTIGATIONS","$84,674.35"
"UTILITY RATE ANALYST","UTILITY FINANCIAL OPERATIONS","$84,666.52"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$84,652.90"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$84,611.08"
"CIVIL ENGINEER II- INACTIVE","UT WATER UTL ENGINEERING DIV","$84,599.63"
"SYSTEMS ANALYST","INFORMATION TECHNOLOGY","$84,598.58"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$84,571.17"
"POLICE OFFICER","PATROL","$84,477.39"
"CIVIL ENGINEER II- INACTIVE","UT WATER UTL ENGINEERING DIV","$84,371.86"
"CREW CHIEF","UT DISTRIBUTION SYSTEM DIV","$84,305.60"
"POLICE OFFICER","PATROL","$84,296.42"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$84,293.31"
"REAL ESTATE SERVICES MANAGER","OPERATION SERVICES","$84,201.16"
"GIS MANAGER","INFORMATION TECHNOLOGY","$84,116.14"
"ENGINEERING PROJECT MANAGER","ENGINEERING","$84,097.20"
"POLICE OFFICER","PATROL","$83,838.51"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$83,788.05"
"DATABASE ANALYST","INFORMATION TECHNOLOGY","$83,742.24"
"POLICE OFFICER","PATROL","$83,732.89"
"POLICE OFFICER","PATROL","$83,709.15"
"EMERG SERVICES DISPATCH SUPV","POLICE INFORMATION SERVICES","$83,694.95"
"FACILITIES PROJECT MANAGER","OPERATION SERVICES","$83,688.52"
"SR TRANSPORTATION PLANNER","FC MOVES","$83,505.68"
"POLICE OFFICER","PATROL","$83,501.79"
"FIREFIGHTER I - 56 HR/WK","POUDRE FIRE AUTHORITY","$83,484.47"
"POLICE OFFICER","PATROL","$83,459.34"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$83,391.41"
"EMERG SERVICES DISPATCH SUPV","POLICE INFORMATION SERVICES","$83,365.89"
"FIREFIGHTER I - 56 HR/WK","POUDRE FIRE AUTHORITY","$83,349.70"
"FACILITIES PROJECT MANAGER","OPERATION SERVICES","$83,311.34"
"CIVIL ENGINEER II- INACTIVE","UT WATER UTL ENGINEERING DIV","$83,291.96"
"POLICE OFFICER","PATROL","$83,275.08"
"POLICE OFFICER","PATROL","$83,257.78"
"LEAD BUILDING INSPECTOR","COMM DEV & NEIGHBORHOOD SVCS","$83,251.03"
"POLICE OFFICER","INVESTIGATIONS","$83,249.18"
"SYSTEMS ADMINISTRATOR","INFORMATION TECHNOLOGY","$83,209.02"
"POLICE OFFICER","PATROL","$83,153.37"
"SYSTEMS ANALYST","INFORMATION TECHNOLOGY","$83,127.83"
"COMMUNITY ENGAGEMENT MANAGER","UTILITIES CUSTOMER CONNECTIONS","$83,055.00"
"HISTORIC PRESERVATION MANAGER","COMM DEV & NEIGHBORHOOD SVCS","$82,988.98"
"CIVIL ENGINEER II- INACTIVE","UT WATER UTL ENGINEERING DIV","$82,922.73"
"DATABASE ANALYST","UT PROCESS & SUPERVIS CNTR DIV","$82,903.10"
"TELECOM TECHNICAL SPECIALIST","INFORMATION TECHNOLOGY","$82,861.28"
"POLICE OFFICER","PATROL","$82,803.58"
"WATER UTIL FIELD OPNS SUPNTNDT","UT DRAINAGE SYSTEM DIV","$82,692.25"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$82,681.99"
"CABLE TELEVISION MANAGER","COMM. & PUBLIC INVOLVEMENT","$82,580.86"
"RECORDS MANAGER","POLICE INFORMATION SERVICES","$82,572.63"
"RECREATION AREA MANAGER","RECREATION","$82,572.63"
"POLICE OFFICER","PATROL","$82,539.19"
"FIREFIGHTER I - 56 HR/WK","POUDRE FIRE AUTHORITY","$82,522.83"
"POLICE PUBLIC RELATIONS MGR","OFFICE OF THE CHIEF","$82,506.52"
"SR LANDSCAPE ARCHITECT","PARK PLANNING & DEVELOPMENT","$82,474.46"
"SR CONSTRUCTION INSPECTOR","ENGINEERING","$82,469.20"
"TELECOM SYSTEMS ADMINISTRATOR","L&P OPERATIONS SERVICE UNIT","$82,435.10"
"POLICE OFFICER","PATROL","$82,252.07"
"ENVIRONMENTAL PROGRAM MANAGER","NATURAL AREAS","$82,203.40"
"SR NETWORK ENGINEER","INFORMATION TECHNOLOGY","$82,112.05"
"EMERG SERVICES DISPATCH SUPV","POLICE INFORMATION SERVICES","$82,109.86"
"POLICE OFFICER","PATROL","$82,037.74"
"ENVIRONMENTAL PROGRAM MANAGER","ENVIRONMENTAL SERVICES","$82,032.92"
"POLICE OFFICER","INVESTIGATIONS","$81,962.89"
"POLICE OFFICER","INVESTIGATIONS","$81,884.43"
"POLICE OFFICER","PATROL","$81,861.48"
"COMMUNICATIONS & MARKETING MGR","UTILITIES CUSTOMER CONNECTIONS","$81,800.73"
"SYSTEMS ANALYST","INFORMATION TECHNOLOGY","$81,717.20"
"SR ENVIRONMENTAL PLANNER","NATURAL AREAS","$81,643.60"
"CIVIL ENGINEER II- INACTIVE","ENGINEERING","$81,643.58"
"EMERG SERVICES DISPATCH SUPV","POLICE INFORMATION SERVICES","$81,442.35"
"POLICE OFFICER","PATROL","$81,438.33"
"PARKS SUPERVISOR","PARKS","$81,152.17"
"CRIMINALIST","INVESTIGATIONS","$81,147.27"
"CHEMIST","UT WATER PRODUCTION DIV","$81,102.49"
"MAINTENANCE PLANNER/SCHEDULER","OPERATION SERVICES","$81,051.16"
"SR CONSTRUCTION INSPECTOR","ENGINEERING","$81,025.26"
"WATER RESOURCES ENGINEER","UT WATER RESOURCES DIV","$80,935.21"
"POLICE OFFICER","PATROL","$80,737.15"
"POLICE OFFICER","PATROL","$80,737.15"
"POLICE OFFICER","PATROL","$80,737.15"
"ENERGY SERVICES ENGINEER","UTILITIES CUSTOMER CONNECTIONS","$80,697.58"
"SYSTEMS SPECIALIST","INFORMATION TECHNOLOGY","$80,560.54"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$80,545.39"
"PARKS FINANCE SUPERVISOR","COMMUNITY SERVICES ADMIN","$80,438.93"
"INVESTMENT ADMINISTRATOR","ACCOUNTING AND TREASURY","$80,399.54"
"ELEC INSTRUMENT & CONTROL SPEC","UT WTR RECLAMA & BIOSOLIDS DIV","$80,338.18"
"FIREFIGHTER I - 56 HR/WK","POUDRE FIRE AUTHORITY","$80,201.86"
"POLICE OFFICER","PATROL","$80,112.76"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$80,030.78"
"BIKES PROGRAM MANAGER","FC MOVES","$79,905.15"
"FINANCE AND BUDGET SUPERVISOR","POUDRE FIRE AUTHORITY","$79,865.46"
"POLICE OFFICER","PATROL","$79,762.38"
"SYSTEMS ADMINISTRATOR","INFORMATION TECHNOLOGY","$79,740.01"
"LINEWORKER EQUIPMENT SPEC","ELECTRIC FIELD SERVICES","$79,718.25"
"FIREFIGHTER I - 56 HR/WK","POUDRE FIRE AUTHORITY","$79,715.48"
"COMMUNICATIONS & ADMIN MANAGER","RIDE","$79,711.63"
"FIREFIGHTER I - 56 HR/WK","POUDRE FIRE AUTHORITY","$79,665.45"
"POLICE OFFICER","PATROL","$79,664.55"
"PARKS SUPERVISOR","PARKS","$79,652.17"
"ELECTRICAL ENGINEER I","UT STANDARDS ENGINEERING DIV","$79,597.62"
"COMPENSATION ANALYST","HUMAN RESOURCES","$79,519.42"
"WATER CONSERVATION MGR","UTILITIES CUSTOMER CONNECTIONS","$79,502.70"
"PARKS PROJECT MANAGER","PARKS","$79,233.81"
"CREW CHIEF","PARKS","$79,220.60"
"POLICE OFFICER","PATROL","$79,209.08"
"FINANCIAL & POLICY ANALYST","OPERATION SERVICES","$79,183.23"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$79,049.61"
"SR CITY PLANNER","COMM DEV & NEIGHBORHOOD SVCS","$79,004.50"
"ELECTRIC UTILITY PROJECT MGR","UT STANDARDS ENGINEERING DIV","$78,976.17"
"WATER SUPPLY SUPERVISOR","UT WATER PRODUCTION DIV","$78,659.75"
"ENVIRONMENTAL REGULATORY SPEC","UT ENVIRO REGULATORY AFFAIRS","$78,583.15"
"CONSTRUCTION INSPECTOR","STREETS","$78,583.00"
"CREW CHIEF","UT DISTRIBUTION SYSTEM DIV","$78,517.28"
"PLANT OPERATOR","UT WATER PRODUCTION DIV","$78,457.79"
"POLICE OFFICER","PATROL","$78,406.75"
"FIREFIGHTER I - 56 HR/WK","POUDRE FIRE AUTHORITY","$78,391.53"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$78,345.88"
"POLICE OFFICER","PATROL","$78,344.85"
"CHEMIST","UT ENVIRONMENTAL SERVICES DIV","$78,335.27"
"CHEMIST","UT ENVIRONMENTAL SERVICES DIV","$78,335.27"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$78,327.02"
"CHEMIST","UT ENVIRONMENTAL SERVICES DIV","$78,311.27"
"PLANS ANALYST","COMM DEV & NEIGHBORHOOD SVCS","$78,301.99"
"POLICY AND PROJECT MANAGER","CITY MANAGER'S OFFICE","$78,257.53"
"SR HRIS/BENEFITS ANALYST","HUMAN RESOURCES","$78,167.85"
"POLICE OFFICER","PATROL","$78,162.50"
"CONSTRUCTION INSPECTOR","ENGINEERING","$78,146.82"
"POLICE OFFICER","PATROL","$78,023.45"
"POLICE OFFICER","PATROL","$77,993.94"
"CHEMIST","UT ENVIRONMENTAL SERVICES DIV","$77,936.67"
"SURVEY PARTY CHIEF-INACTIVE","ENGINEERING","$77,886.59"
"SR URBAN FORESTER","PARKS","$77,846.36"
"FORESTRY SUPERVISOR","PARKS","$77,841.86"
"LEAD PLANT OPERATOR","UT WATER PRODUCTION DIV","$77,818.18"
"POLICE OFFICER","PATROL","$77,815.49"
"FIREFIGHTER I - 56 HR/WK","POUDRE FIRE AUTHORITY","$77,795.52"
"POLICE OFFICER","PATROL","$77,789.17"
"POLICE OFFICER","PATROL","$77,712.66"
"BUILDING INSPECTOR","COMM DEV & NEIGHBORHOOD SVCS","$77,643.07"
"TECHNICAL SERVICES SPECIALIST","INVESTIGATIONS","$77,595.28"
"TECHNICAL SVCS SUPV-WTR TRTMNT","UT WATER PRODUCTION DIV","$77,540.35"
"ENERGY SERVICES ENGINEER","UTILITIES CUSTOMER CONNECTIONS","$77,352.98"
"POLICE OFFICER","PATROL","$77,333.39"
"POLICE OFFICER","PATROL","$77,331.85"
"TRAFFIC SIGNAL TECH II","TRAFFIC","$77,291.62"
"POLICE OFFICER","PATROL","$77,264.25"
"FLEET MAINTENANCE TECHNICIAN","POUDRE FIRE AUTHORITY","$77,255.56"
"POLICE OFFICER","PATROL","$77,244.31"
"LEAD PLANT OPERATOR","UT WATER PRODUCTION DIV","$77,204.99"
"WELLNESS PROGRAM MANAGER","HUMAN RESOURCES","$77,024.47"
"WATER RESOURCES ENGINEER","UT WATER RESOURCES DIV","$76,984.00"
"CIVIL ENGINEER I","UT WATER UTL ENGINEERING DIV","$76,965.67"
"POLICE OFFICER","PATROL","$76,945.83"
"CIVIL ENGINEER I","UT WATER UTL ENGINEERING DIV","$76,945.36"
"FIREFIGHTER I - 56 HR/WK","POUDRE FIRE AUTHORITY","$76,931.40"
"POLICE OFFICER","PATROL","$76,843.06"
"UTILITIES PROJECT COORDINATOR","UTILITY FINANCIAL OPERATIONS","$76,840.14"
"SR GIS PROGRAMMER ANALYST","INFORMATION TECHNOLOGY","$76,735.55"
"SAFETY, SECURITY, TRAINING MGR","RIDE","$76,735.46"
"FLEET MAINTENANCE TECHNICIAN","POUDRE FIRE AUTHORITY","$76,718.35"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$76,655.61"
"COLLECTIONS MANAGER","LIBRARY DISTRICT","$76,640.80"
"ASSISTANT CITY ATTORNEY I","CITY ATTORNEY'S OFFICE","$76,610.90"
"GIS MAPPING ANALYST","POUDRE FIRE AUTHORITY","$76,544.92"
"CREW CHIEF","UT DRAINAGE SYSTEM DIV","$76,544.61"
"ELECTRIC UTILITY PROJECT MGR","UT ELECTRIC SYSTEMS ENG DIV","$76,494.87"
"COMMUNITY RELATIONS MANAGER","NATURAL AREAS","$76,457.95"
"ELECTRICAL ENGINEER I","UT ELEC SYSTEM DESIGN & IT DIV","$76,399.62"
"CREW CHIEF","UT DRAINAGE SYSTEM DIV","$76,367.62"
"ENERGY SERVICES ENGINEER","UTILITIES CUSTOMER CONNECTIONS","$76,360.17"
"SR TRANSPORTATION PLANNER","FC MOVES","$76,309.98"
"CIVIL ENGINEER I","UT WATER UTL ENGINEERING DIV","$76,293.27"
"ELECTRIC UTILITY PROJECT MGR","UT ELECTRIC SYSTEMS ENG DIV","$76,278.35"
"CIVIL ENGINEER I","UT DISTRIBUTION SYSTEM DIV","$76,273.17"
"SYSTEMS SPECIALIST","INFORMATION TECHNOLOGY","$76,265.51"
"FIREFIGHTER I - 56 HR/WK","POUDRE FIRE AUTHORITY","$76,245.38"
"POLICE OFFICER","PATROL","$76,213.33"
"POLICE OFFICER","PATROL","$76,165.14"
"FIREFIGHTER I - 56 HR/WK","POUDRE FIRE AUTHORITY","$75,990.44"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$75,948.18"
"CREW CHIEF","UT COLLECTION SYSTEM DIV","$75,932.87"
"VICTIM SERVICES SUPV-INACTIVE","INVESTIGATIONS","$75,869.24"
"FINANCIAL & POLICY ANALYST","INFORMATION TECHNOLOGY","$75,771.41"
"CHEMIST","UT ENVIRONMENTAL SERVICES DIV","$75,634.57"
"ELECTRIC UTILITY PROJECT MGR","UT ELECTRIC SYSTEMS ENG DIV","$75,595.44"
"OPERATIONS MANAGER","RIDE","$75,588.17"
"HR & POLICY ADMINISTRATOR","POUDRE FIRE AUTHORITY","$75,528.91"
"CREW CHIEF","TRAFFIC","$75,525.28"
"ERP ANALYST","INFORMATION TECHNOLOGY","$75,509.91"
"ELECTRIC UTILITY PROJECT MGR","UT ELECTRIC SYSTEMS ENG DIV","$75,504.69"
"TECHNICAL SVCS SUPV-WASTEWATER","UT WTR RECLAMA & BIOSOLIDS DIV","$75,473.00"
"CHIEF DEPUTY CITY CLERK","CITY CLERK'S OFFICE","$75,196.10"
"BUILDING INSPECTOR","COMM DEV & NEIGHBORHOOD SVCS","$75,130.05"
"PERFORMANCE EXCELLNCE PROG MGR","CITY MANAGER'S OFFICE","$75,032.79"
"SR CITY PLANNER","COMM DEV & NEIGHBORHOOD SVCS","$75,029.83"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$74,971.38"
"POLICE OFFICER","PATROL","$74,941.81"
"ECONOMIC HEALTH MANAGER","ECONOMIC HEALTH OFFICE","$74,933.45"
"CREATIVE DIRECTOR","COMM. & PUBLIC INVOLVEMENT","$74,927.57"
"TELECOM TECHNICAL SPECIALIST","INFORMATION TECHNOLOGY","$74,818.13"
"SYSTEMS SPECIALIST","INFORMATION TECHNOLOGY","$74,628.76"
"SR ENVIRONMENTAL PLANNER","UTILITIES CUSTOMER CONNECTIONS","$74,542.16"
"PLANS ANALYST","COMM DEV & NEIGHBORHOOD SVCS","$74,520.15"
"POLICE OFFICER","PATROL","$74,386.95"
"SUPERINTENDENT OF GOLF","PARKS","$74,238.00"
"SUPERINTENDENT OF GOLF","PARKS","$73,947.00"
"RECREATION SUPV - INACTIVE","RECREATION","$73,940.74"
"SR CITY PLANNER / ZONING","COMM DEV & NEIGHBORHOOD SVCS","$73,909.50"
"CREW CHIEF","PARKS","$73,770.89"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$73,660.10"
"SHOP FOREMAN","OPERATION SERVICES","$73,447.53"
"PARTS SUPERVISOR","OPERATION SERVICES","$73,436.37"
"FLEET MAINT SUPERINTENDENT","OPERATION SERVICES","$73,421.25"
"HUMAN RESOURCES PARTNER","HUMAN RESOURCES","$73,372.00"
"SR SALES TAX AUDITOR","SALES TAX","$73,366.10"
"CREW CHIEF","PARKS","$73,328.75"
"INSTRUMENT/ELECTRIC TECH","UT WATER PRODUCTION DIV","$73,258.14"
"POLICE OFFICER","PATROL","$73,079.57"
"MGR GRDNS ON SPRNG CRK-INACTIV","CULTURAL SERVICES","$72,982.48"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$72,960.60"
"POLICE OFFICER","PATROL","$72,854.83"
"REC FINANCE/BUSINESS ANALYST","RECREATION","$72,841.42"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","$72,785.13"
"CIVIL ENGINEER","UT WATER SYSTEMS ENGR DIV","$72,701.68"
"CIVIL ENGINEER I","STREETS","$72,659.94"
"LIBRARY MANAGER","LIBRARY DISTRICT","$72,640.21"
"PLANT OPERATOR","UT WATER PRODUCTION DIV","$72,636.31"
"DEPUTY LIBRARY DIRECTOR","LIBRARY DISTRICT","$72,626.13"
"FACILITIES MAINT SUPERINTENDNT","OPERATION SERVICES","$72,598.06"
